# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_structure_texture_far.bag'
# timestamp tx ty tz qx qy qz qw
1341839120.6768 -0.3612 1.4211 1.0571 0.4961 0.6853 -0.4323 -0.3121
1341839120.6868 -0.3594 1.4194 1.0569 0.4966 0.6856 -0.4313 -0.3121
1341839120.6969 -0.3579 1.4176 1.0567 0.4969 0.6856 -0.4308 -0.3121
1341839120.7068 -0.3561 1.4156 1.0564 0.4975 0.6855 -0.4306 -0.3117
1341839120.7168 -0.3547 1.4139 1.0566 0.4969 0.6844 -0.4322 -0.3127
1341839120.7269 -0.3527 1.4120 1.0561 0.4978 0.6855 -0.4305 -0.3115
1341839120.7371 -0.3512 1.4099 1.0559 0.4976 0.6855 -0.4309 -0.3111
1341839120.7468 -0.3496 1.4084 1.0555 0.4974 0.6862 -0.4293 -0.3123
1341839120.7568 -0.3481 1.4066 1.0554 0.4973 0.6860 -0.4289 -0.3132
1341839120.7673 -0.3460 1.4047 1.0556 0.4981 0.6866 -0.4273 -0.3127
1341839120.7768 -0.3445 1.4030 1.0553 0.4972 0.6868 -0.4268 -0.3147
1341839120.7868 -0.3426 1.4009 1.0556 0.4976 0.6867 -0.4267 -0.3142
1341839120.7969 -0.3414 1.3992 1.0552 0.4970 0.6863 -0.4268 -0.3159
1341839120.8068 -0.3397 1.3974 1.0550 0.4971 0.6858 -0.4275 -0.3160
1341839120.8168 -0.3384 1.3956 1.0553 0.4969 0.6850 -0.4281 -0.3171
1341839120.8268 -0.3368 1.3939 1.0552 0.4982 0.6851 -0.4267 -0.3168
1341839120.8368 -0.3348 1.3915 1.0554 0.4995 0.6855 -0.4262 -0.3147
1341839120.8468 -0.3334 1.3897 1.0554 0.5003 0.6851 -0.4257 -0.3149
1341839120.8568 -0.3320 1.3879 1.0556 0.5014 0.6848 -0.4246 -0.3154
1341839120.8669 -0.3310 1.3858 1.0557 0.5016 0.6831 -0.4261 -0.3165
1341839120.8768 -0.3293 1.3842 1.0557 0.5028 0.6837 -0.4240 -0.3161
1341839120.8870 -0.3280 1.3821 1.0560 0.5033 0.6824 -0.4245 -0.3175
1341839120.8998 -0.3269 1.3801 1.0561 0.5033 0.6818 -0.4250 -0.3181
1341839120.9068 -0.3256 1.3780 1.0562 0.5035 0.6816 -0.4248 -0.3185
1341839120.9168 -0.3245 1.3761 1.0560 0.5030 0.6810 -0.4253 -0.3199
1341839120.9268 -0.3232 1.3735 1.0558 0.5024 0.6816 -0.4260 -0.3186
1341839120.9368 -0.3217 1.3712 1.0562 0.5026 0.6814 -0.4266 -0.3180
1341839120.9468 -0.3202 1.3690 1.0566 0.5023 0.6815 -0.4266 -0.3184
1341839120.9569 -0.3193 1.3669 1.0566 0.5013 0.6804 -0.4275 -0.3209
1341839120.9676 -0.3177 1.3644 1.0566 0.5017 0.6814 -0.4269 -0.3191
1341839120.9768 -0.3164 1.3623 1.0568 0.5014 0.6814 -0.4269 -0.3196
1341839120.9868 -0.3156 1.3600 1.0567 0.5008 0.6811 -0.4272 -0.3206
1341839120.9970 -0.3144 1.3577 1.0569 0.5013 0.6810 -0.4271 -0.3202
1341839121.0069 -0.3131 1.3557 1.0572 0.5024 0.6813 -0.4260 -0.3193
1341839121.0169 -0.3123 1.3530 1.0570 0.5025 0.6800 -0.4268 -0.3208
1341839121.0269 -0.3114 1.3512 1.0574 0.5033 0.6793 -0.4274 -0.3203
1341839121.0369 -0.3105 1.3485 1.0572 0.5032 0.6794 -0.4287 -0.3184
1341839121.0468 -0.3098 1.3464 1.0570 0.5033 0.6790 -0.4286 -0.3193
1341839121.0568 -0.3088 1.3437 1.0568 0.5039 0.6788 -0.4286 -0.3187
1341839121.0702 -0.3081 1.3413 1.0570 0.5038 0.6781 -0.4295 -0.3193
1341839121.0780 -0.3070 1.3389 1.0573 0.5043 0.6783 -0.4289 -0.3188
1341839121.0868 -0.3063 1.3362 1.0572 0.5037 0.6778 -0.4308 -0.3181
1341839121.0970 -0.3055 1.3338 1.0572 0.5034 0.6778 -0.4307 -0.3189
1341839121.1068 -0.3049 1.3315 1.0568 0.5028 0.6778 -0.4307 -0.3200
1341839121.1169 -0.3039 1.3287 1.0570 0.5029 0.6781 -0.4308 -0.3189
1341839121.1269 -0.3030 1.3263 1.0569 0.5028 0.6788 -0.4302 -0.3185
1341839121.1369 -0.3021 1.3235 1.0570 0.5024 0.6788 -0.4311 -0.3177
1341839121.1468 -0.3013 1.3211 1.0568 0.5020 0.6786 -0.4317 -0.3180
1341839121.1571 -0.3006 1.3186 1.0568 0.5016 0.6785 -0.4325 -0.3178
1341839121.1669 -0.2994 1.3161 1.0572 0.5020 0.6787 -0.4325 -0.3167
1341839121.1769 -0.2989 1.3137 1.0571 0.5012 0.6785 -0.4338 -0.3167
1341839121.1869 -0.2981 1.3115 1.0572 0.5010 0.6786 -0.4337 -0.3169
1341839121.1970 -0.2975 1.3090 1.0575 0.5002 0.6776 -0.4350 -0.3185
1341839121.2071 -0.2967 1.3067 1.0569 0.5002 0.6783 -0.4336 -0.3189
1341839121.2169 -0.2959 1.3044 1.0571 0.5006 0.6785 -0.4329 -0.3188
1341839121.2269 -0.2956 1.3019 1.0571 0.5004 0.6785 -0.4337 -0.3181
1341839121.2379 -0.2950 1.2996 1.0574 0.5006 0.6780 -0.4352 -0.3166
1341839121.2468 -0.2944 1.2971 1.0575 0.5004 0.6782 -0.4358 -0.3159
1341839121.2568 -0.2938 1.2947 1.0574 0.5009 0.6782 -0.4358 -0.3150
1341839121.2669 -0.2931 1.2925 1.0575 0.5006 0.6788 -0.4356 -0.3145
1341839121.2770 -0.2926 1.2900 1.0575 0.5001 0.6786 -0.4365 -0.3144
1341839121.2868 -0.2919 1.2878 1.0576 0.5003 0.6788 -0.4359 -0.3145
1341839121.2970 -0.2912 1.2858 1.0577 0.5000 0.6791 -0.4358 -0.3146
1341839121.3076 -0.2904 1.2838 1.0576 0.4997 0.6799 -0.4350 -0.3144
1341839121.3168 -0.2895 1.2815 1.0576 0.4993 0.6801 -0.4349 -0.3147
1341839121.3270 -0.2891 1.2798 1.0572 0.4987 0.6801 -0.4345 -0.3162
1341839121.3369 -0.2885 1.2775 1.0571 0.4980 0.6796 -0.4358 -0.3166
1341839121.3468 -0.2879 1.2756 1.0573 0.4974 0.6791 -0.4363 -0.3180
1341839121.3569 -0.2869 1.2734 1.0574 0.4974 0.6797 -0.4367 -0.3160
1341839121.3669 -0.2867 1.2716 1.0572 0.4969 0.6798 -0.4361 -0.3173
1341839121.3768 -0.2860 1.2696 1.0573 0.4977 0.6796 -0.4360 -0.3169
1341839121.3868 -0.2849 1.2677 1.0580 0.4990 0.6793 -0.4359 -0.3156
1341839121.3969 -0.2848 1.2655 1.0580 0.4987 0.6784 -0.4375 -0.3156
1341839121.4068 -0.2844 1.2636 1.0582 0.4986 0.6777 -0.4386 -0.3158
1341839121.4169 -0.2843 1.2619 1.0582 0.4983 0.6771 -0.4390 -0.3172
1341839121.4269 -0.2841 1.2600 1.0582 0.4979 0.6765 -0.4400 -0.3176
1341839121.4372 -0.2833 1.2579 1.0585 0.4986 0.6771 -0.4391 -0.3166
1341839121.4469 -0.2832 1.2564 1.0582 0.4984 0.6781 -0.4370 -0.3176
1341839121.4568 -0.2828 1.2544 1.0583 0.4984 0.6790 -0.4355 -0.3176
1341839121.4669 -0.2823 1.2525 1.0584 0.4984 0.6796 -0.4345 -0.3178
1341839121.4769 -0.2819 1.2508 1.0587 0.4976 0.6797 -0.4348 -0.3184
1341839121.4869 -0.2820 1.2482 1.0586 0.4964 0.6783 -0.4385 -0.3182
1341839121.4968 -0.2817 1.2462 1.0592 0.4956 0.6775 -0.4401 -0.3190
1341839121.5078 -0.2815 1.2443 1.0596 0.4951 0.6767 -0.4410 -0.3201
1341839121.5168 -0.2809 1.2426 1.0603 0.4948 0.6769 -0.4403 -0.3211
1341839121.5269 -0.2807 1.2409 1.0608 0.4942 0.6765 -0.4408 -0.3223
1341839121.5379 -0.2810 1.2391 1.0616 0.4939 0.6747 -0.4423 -0.3245
1341839121.5469 -0.2807 1.2371 1.0618 0.4948 0.6752 -0.4408 -0.3239
1341839121.5569 -0.2804 1.2350 1.0624 0.4947 0.6756 -0.4408 -0.3233
1341839121.5669 -0.2801 1.2329 1.0631 0.4952 0.6753 -0.4415 -0.3222
1341839121.5769 -0.2799 1.2311 1.0636 0.4950 0.6755 -0.4414 -0.3223
1341839121.5869 -0.2801 1.2292 1.0637 0.4942 0.6753 -0.4418 -0.3235
1341839121.5968 -0.2801 1.2273 1.0644 0.4939 0.6745 -0.4426 -0.3245
1341839121.6069 -0.2799 1.2255 1.0648 0.4936 0.6743 -0.4429 -0.3248
1341839121.6168 -0.2797 1.2237 1.0656 0.4940 0.6741 -0.4424 -0.3254
1341839121.6268 -0.2799 1.2217 1.0662 0.4942 0.6729 -0.4432 -0.3263
1341839121.6370 -0.2803 1.2195 1.0667 0.4941 0.6731 -0.4431 -0.3262
1341839121.6468 -0.2806 1.2175 1.0672 0.4941 0.6729 -0.4434 -0.3263
1341839121.6568 -0.2807 1.2153 1.0677 0.4943 0.6730 -0.4430 -0.3264
1341839121.6669 -0.2807 1.2130 1.0685 0.4941 0.6729 -0.4439 -0.3257
1341839121.6769 -0.2809 1.2110 1.0688 0.4939 0.6730 -0.4431 -0.3269
1341839121.6868 -0.2808 1.2086 1.0696 0.4946 0.6731 -0.4428 -0.3259
1341839121.6968 -0.2811 1.2062 1.0699 0.4936 0.6726 -0.4438 -0.3272
1341839121.7068 -0.2811 1.2041 1.0706 0.4934 0.6722 -0.4444 -0.3275
1341839121.7169 -0.2813 1.2018 1.0711 0.4925 0.6718 -0.4457 -0.3277
1341839121.7271 -0.2816 1.1995 1.0715 0.4916 0.6718 -0.4468 -0.3277
1341839121.7368 -0.2816 1.1972 1.0719 0.4911 0.6720 -0.4467 -0.3282
1341839121.7469 -0.2814 1.1944 1.0726 0.4907 0.6723 -0.4473 -0.3274
1341839121.7569 -0.2816 1.1922 1.0729 0.4895 0.6726 -0.4474 -0.3284
1341839121.7670 -0.2820 1.1900 1.0727 0.4884 0.6734 -0.4464 -0.3297
1341839121.7769 -0.2825 1.1876 1.0730 0.4877 0.6730 -0.4468 -0.3311
1341839121.7869 -0.2826 1.1851 1.0734 0.4872 0.6726 -0.4473 -0.3319
1341839121.7969 -0.2829 1.1825 1.0736 0.4870 0.6722 -0.4480 -0.3320
1341839121.8103 -0.2832 1.1802 1.0739 0.4868 0.6721 -0.4483 -0.3321
1341839121.8168 -0.2835 1.1776 1.0742 0.4870 0.6721 -0.4485 -0.3315
1341839121.8269 -0.2838 1.1751 1.0746 0.4870 0.6725 -0.4485 -0.3309
1341839121.8369 -0.2836 1.1728 1.0750 0.4878 0.6729 -0.4470 -0.3308
1341839121.8469 -0.2842 1.1699 1.0755 0.4869 0.6725 -0.4491 -0.3302
1341839121.8569 -0.2847 1.1674 1.0756 0.4861 0.6724 -0.4490 -0.3315
1341839121.8668 -0.2849 1.1648 1.0759 0.4857 0.6721 -0.4493 -0.3323
1341839121.8770 -0.2849 1.1622 1.0761 0.4860 0.6723 -0.4487 -0.3324
1341839121.8868 -0.2850 1.1596 1.0764 0.4856 0.6723 -0.4487 -0.3330
1341839121.8968 -0.2851 1.1570 1.0768 0.4849 0.6718 -0.4500 -0.3332
1341839121.9069 -0.2849 1.1545 1.0770 0.4847 0.6723 -0.4497 -0.3329
1341839121.9168 -0.2849 1.1512 1.0773 0.4843 0.6712 -0.4527 -0.3317
1341839121.9269 -0.2850 1.1489 1.0775 0.4837 0.6715 -0.4517 -0.3334
1341839121.9370 -0.2845 1.1464 1.0776 0.4845 0.6719 -0.4504 -0.3331
1341839121.9468 -0.2841 1.1440 1.0778 0.4846 0.6719 -0.4501 -0.3334
1341839121.9569 -0.2841 1.1412 1.0779 0.4846 0.6709 -0.4514 -0.3335
1341839121.9669 -0.2837 1.1389 1.0781 0.4853 0.6707 -0.4511 -0.3335
1341839121.9769 -0.2834 1.1363 1.0783 0.4856 0.6701 -0.4512 -0.3339
1341839121.9868 -0.2826 1.1340 1.0787 0.4866 0.6700 -0.4503 -0.3339
1341839121.9969 -0.2819 1.1316 1.0788 0.4873 0.6695 -0.4501 -0.3341
1341839122.0073 -0.2811 1.1290 1.0788 0.4876 0.6700 -0.4497 -0.3333
1341839122.0169 -0.2807 1.1261 1.0786 0.4873 0.6694 -0.4517 -0.3323
1341839122.0268 -0.2797 1.1239 1.0790 0.4873 0.6707 -0.4504 -0.3314
1341839122.0369 -0.2791 1.1214 1.0788 0.4869 0.6711 -0.4496 -0.3323
1341839122.0469 -0.2785 1.1190 1.0787 0.4863 0.6716 -0.4493 -0.3325
1341839122.0572 -0.2778 1.1165 1.0787 0.4860 0.6722 -0.4483 -0.3330
1341839122.0669 -0.2771 1.1143 1.0787 0.4862 0.6725 -0.4473 -0.3335
1341839122.0768 -0.2769 1.1113 1.0787 0.4853 0.6722 -0.4492 -0.3328
1341839122.0869 -0.2764 1.1094 1.0790 0.4851 0.6725 -0.4479 -0.3344
1341839122.0969 -0.2762 1.1071 1.0787 0.4845 0.6720 -0.4483 -0.3358
1341839122.1069 -0.2757 1.1048 1.0786 0.4849 0.6716 -0.4485 -0.3357
1341839122.1168 -0.2751 1.1026 1.0787 0.4851 0.6716 -0.4486 -0.3353
1341839122.1268 -0.2748 1.1001 1.0787 0.4853 0.6716 -0.4484 -0.3353
1341839122.1369 -0.2746 1.0980 1.0787 0.4852 0.6712 -0.4488 -0.3357
1341839122.1469 -0.2742 1.0958 1.0786 0.4859 0.6711 -0.4482 -0.3356
1341839122.1569 -0.2737 1.0936 1.0787 0.4864 0.6714 -0.4477 -0.3350
1341839122.1723 -0.2732 1.0916 1.0787 0.4869 0.6718 -0.4468 -0.3348
1341839122.1769 -0.2726 1.0892 1.0788 0.4879 0.6726 -0.4445 -0.3348
1341839122.1868 -0.2722 1.0871 1.0789 0.4881 0.6728 -0.4437 -0.3349
1341839122.1968 -0.2719 1.0849 1.0788 0.4880 0.6731 -0.4436 -0.3346
1341839122.2068 -0.2714 1.0828 1.0789 0.4880 0.6722 -0.4440 -0.3361
1341839122.2168 -0.2709 1.0806 1.0791 0.4881 0.6717 -0.4444 -0.3363
1341839122.2268 -0.2704 1.0785 1.0792 0.4883 0.6710 -0.4449 -0.3367
1341839122.2368 -0.2697 1.0763 1.0794 0.4888 0.6708 -0.4445 -0.3368
1341839122.2468 -0.2689 1.0743 1.0794 0.4890 0.6707 -0.4443 -0.3370
1341839122.2569 -0.2686 1.0721 1.0795 0.4892 0.6706 -0.4444 -0.3368
1341839122.2668 -0.2682 1.0699 1.0796 0.4900 0.6705 -0.4434 -0.3372
1341839122.2768 -0.2674 1.0675 1.0799 0.4911 0.6702 -0.4434 -0.3362
1341839122.2868 -0.2670 1.0655 1.0798 0.4916 0.6702 -0.4424 -0.3368
1341839122.2968 -0.2667 1.0635 1.0795 0.4923 0.6699 -0.4410 -0.3381
1341839122.3069 -0.2668 1.0609 1.0794 0.4921 0.6700 -0.4415 -0.3376
1341839122.3168 -0.2667 1.0587 1.0795 0.4931 0.6693 -0.4413 -0.3377
1341839122.3269 -0.2668 1.0555 1.0794 0.4919 0.6665 -0.4477 -0.3367
1341839122.3419 -0.2666 1.0532 1.0795 0.4926 0.6673 -0.4461 -0.3361
1341839122.3469 -0.2662 1.0507 1.0796 0.4923 0.6666 -0.4474 -0.3363
1341839122.3568 -0.2662 1.0483 1.0793 0.4921 0.6666 -0.4472 -0.3370
1341839122.3669 -0.2660 1.0462 1.0796 0.4921 0.6671 -0.4459 -0.3375
1341839122.3769 -0.2656 1.0436 1.0794 0.4917 0.6671 -0.4462 -0.3377
1341839122.3869 -0.2654 1.0410 1.0795 0.4923 0.6667 -0.4460 -0.3379
1341839122.3972 -0.2652 1.0385 1.0794 0.4923 0.6665 -0.4458 -0.3386
1341839122.4127 -0.2649 1.0361 1.0795 0.4924 0.6660 -0.4460 -0.3392
1341839122.4168 -0.2645 1.0336 1.0797 0.4926 0.6656 -0.4463 -0.3393
1341839122.4269 -0.2643 1.0312 1.0797 0.4926 0.6651 -0.4466 -0.3399
1341839122.4369 -0.2643 1.0284 1.0803 0.4924 0.6635 -0.4491 -0.3401
1341839122.4468 -0.2641 1.0257 1.0802 0.4933 0.6636 -0.4488 -0.3390
1341839122.4568 -0.2639 1.0233 1.0802 0.4936 0.6635 -0.4484 -0.3391
1341839122.4668 -0.2639 1.0207 1.0803 0.4942 0.6632 -0.4485 -0.3389
1341839122.4768 -0.2639 1.0180 1.0803 0.4944 0.6632 -0.4485 -0.3386
1341839122.4868 -0.2636 1.0153 1.0805 0.4945 0.6634 -0.4484 -0.3380
1341839122.4969 -0.2636 1.0129 1.0804 0.4948 0.6632 -0.4474 -0.3392
1341839122.5069 -0.2632 1.0101 1.0811 0.4960 0.6627 -0.4477 -0.3382
1341839122.5169 -0.2633 1.0072 1.0812 0.4958 0.6616 -0.4494 -0.3384
1341839122.5268 -0.2630 1.0047 1.0815 0.4957 0.6613 -0.4499 -0.3385
1341839122.5369 -0.2631 1.0022 1.0815 0.4954 0.6609 -0.4498 -0.3399
1341839122.5469 -0.2627 0.9996 1.0817 0.4950 0.6602 -0.4510 -0.3402
1341839122.5568 -0.2627 0.9968 1.0818 0.4949 0.6596 -0.4520 -0.3402
1341839122.5668 -0.2628 0.9943 1.0820 0.4947 0.6584 -0.4531 -0.3413
1341839122.5768 -0.2625 0.9917 1.0825 0.4950 0.6583 -0.4535 -0.3406
1341839122.5868 -0.2623 0.9892 1.0826 0.4952 0.6592 -0.4526 -0.3396
1341839122.5968 -0.2625 0.9868 1.0824 0.4958 0.6589 -0.4516 -0.3405
1341839122.6069 -0.2624 0.9844 1.0823 0.4959 0.6594 -0.4513 -0.3401
1341839122.6169 -0.2623 0.9816 1.0827 0.4964 0.6587 -0.4524 -0.3392
1341839122.6268 -0.2625 0.9792 1.0826 0.4969 0.6583 -0.4519 -0.3398
1341839122.6368 -0.2626 0.9766 1.0828 0.4974 0.6581 -0.4524 -0.3390
1341839122.6469 -0.2624 0.9743 1.0830 0.4974 0.6581 -0.4527 -0.3386
1341839122.6568 -0.2628 0.9719 1.0834 0.4965 0.6569 -0.4544 -0.3397
1341839122.6675 -0.2626 0.9694 1.0831 0.4966 0.6575 -0.4540 -0.3390
1341839122.6769 -0.2623 0.9670 1.0830 0.4960 0.6578 -0.4539 -0.3395
1341839122.6869 -0.2623 0.9648 1.0830 0.4953 0.6576 -0.4544 -0.3403
1341839122.6968 -0.2620 0.9626 1.0829 0.4947 0.6580 -0.4542 -0.3405
1341839122.7069 -0.2618 0.9600 1.0828 0.4939 0.6586 -0.4544 -0.3404
1341839122.7174 -0.2616 0.9580 1.0826 0.4931 0.6583 -0.4551 -0.3412
1341839122.7269 -0.2612 0.9560 1.0824 0.4940 0.6596 -0.4528 -0.3405
1341839122.7368 -0.2609 0.9537 1.0822 0.4924 0.6586 -0.4556 -0.3409
1341839122.7470 -0.2605 0.9519 1.0820 0.4925 0.6585 -0.4557 -0.3409
1341839122.7568 -0.2602 0.9500 1.0818 0.4930 0.6586 -0.4551 -0.3406
1341839122.7690 -0.2597 0.9482 1.0815 0.4937 0.6588 -0.4547 -0.3398
1341839122.7769 -0.2593 0.9462 1.0813 0.4946 0.6587 -0.4543 -0.3393
1341839122.7869 -0.2590 0.9448 1.0811 0.4951 0.6592 -0.4532 -0.3390
1341839122.7968 -0.2586 0.9430 1.0807 0.4958 0.6594 -0.4527 -0.3383
1341839122.8069 -0.2582 0.9412 1.0804 0.4960 0.6603 -0.4520 -0.3373
1341839122.8169 -0.2580 0.9396 1.0802 0.4961 0.6605 -0.4514 -0.3374
1341839122.8268 -0.2577 0.9379 1.0801 0.4961 0.6610 -0.4509 -0.3371
1341839122.8379 -0.2573 0.9365 1.0798 0.4954 0.6616 -0.4504 -0.3377
1341839122.8468 -0.2572 0.9352 1.0795 0.4942 0.6620 -0.4505 -0.3385
1341839122.8568 -0.2571 0.9337 1.0794 0.4937 0.6619 -0.4506 -0.3392
1341839122.8669 -0.2570 0.9322 1.0793 0.4928 0.6626 -0.4501 -0.3398
1341839122.8770 -0.2570 0.9307 1.0792 0.4923 0.6629 -0.4499 -0.3403
1341839122.8869 -0.2567 0.9294 1.0791 0.4928 0.6629 -0.4494 -0.3402
1341839122.8969 -0.2568 0.9279 1.0791 0.4931 0.6625 -0.4494 -0.3405
1341839122.9069 -0.2568 0.9264 1.0791 0.4933 0.6623 -0.4497 -0.3403
1341839122.9168 -0.2567 0.9250 1.0790 0.4944 0.6624 -0.4491 -0.3393
1341839122.9269 -0.2566 0.9236 1.0790 0.4949 0.6625 -0.4490 -0.3386
1341839122.9369 -0.2564 0.9221 1.0789 0.4954 0.6630 -0.4482 -0.3378
1341839122.9468 -0.2565 0.9207 1.0788 0.4948 0.6631 -0.4484 -0.3382
1341839122.9569 -0.2566 0.9194 1.0787 0.4947 0.6633 -0.4482 -0.3382
1341839122.9669 -0.2565 0.9181 1.0787 0.4944 0.6633 -0.4480 -0.3389
1341839122.9769 -0.2564 0.9170 1.0786 0.4939 0.6631 -0.4480 -0.3400
1341839122.9869 -0.2563 0.9157 1.0785 0.4933 0.6630 -0.4482 -0.3409
1341839122.9968 -0.2562 0.9144 1.0785 0.4929 0.6626 -0.4488 -0.3415
1341839123.0068 -0.2561 0.9132 1.0784 0.4926 0.6624 -0.4494 -0.3416
1341839123.0169 -0.2560 0.9122 1.0782 0.4923 0.6621 -0.4499 -0.3419
1341839123.0268 -0.2561 0.9110 1.0781 0.4923 0.6616 -0.4504 -0.3421
1341839123.0369 -0.2560 0.9098 1.0778 0.4930 0.6616 -0.4499 -0.3418
1341839123.0468 -0.2557 0.9086 1.0775 0.4942 0.6617 -0.4489 -0.3412
1341839123.0568 -0.2555 0.9074 1.0773 0.4952 0.6623 -0.4476 -0.3404
1341839123.0669 -0.2550 0.9062 1.0773 0.4969 0.6624 -0.4468 -0.3387
1341839123.0770 -0.2549 0.9050 1.0767 0.4972 0.6627 -0.4458 -0.3389
1341839123.0869 -0.2547 0.9038 1.0763 0.4974 0.6626 -0.4458 -0.3389
1341839123.0970 -0.2542 0.9026 1.0760 0.4974 0.6633 -0.4449 -0.3387
1341839123.1069 -0.2537 0.9020 1.0759 0.4971 0.6637 -0.4441 -0.3395
1341839123.1169 -0.2531 0.9014 1.0758 0.4962 0.6639 -0.4435 -0.3410
1341839123.1268 -0.2526 0.9003 1.0755 0.4955 0.6631 -0.4444 -0.3423
1341839123.1369 -0.2519 0.8992 1.0752 0.4955 0.6629 -0.4445 -0.3428
1341839123.1469 -0.2514 0.8982 1.0748 0.4950 0.6623 -0.4455 -0.3432
1341839123.1569 -0.2507 0.8972 1.0747 0.4960 0.6625 -0.4448 -0.3424
1341839123.1682 -0.2504 0.8958 1.0739 0.4960 0.6621 -0.4448 -0.3432
1341839123.1768 -0.2502 0.8942 1.0732 0.4971 0.6610 -0.4460 -0.3421
1341839123.1868 -0.2499 0.8931 1.0728 0.4984 0.6611 -0.4450 -0.3414
1341839123.1969 -0.2493 0.8926 1.0726 0.4997 0.6617 -0.4426 -0.3414
1341839123.2069 -0.2488 0.8916 1.0722 0.5013 0.6616 -0.4415 -0.3405
1341839123.2169 -0.2484 0.8906 1.0720 0.5024 0.6615 -0.4410 -0.3398
1341839123.2269 -0.2479 0.8896 1.0716 0.5034 0.6612 -0.4409 -0.3392
1341839123.2369 -0.2476 0.8883 1.0710 0.5041 0.6601 -0.4424 -0.3383
1341839123.2470 -0.2473 0.8874 1.0707 0.5044 0.6597 -0.4422 -0.3390
1341839123.2568 -0.2468 0.8864 1.0705 0.5044 0.6604 -0.4412 -0.3387
1341839123.2669 -0.2465 0.8856 1.0702 0.5037 0.6605 -0.4411 -0.3398
1341839123.2769 -0.2462 0.8847 1.0700 0.5033 0.6602 -0.4411 -0.3409
1341839123.2868 -0.2459 0.8838 1.0697 0.5027 0.6601 -0.4411 -0.3422
1341839123.2976 -0.2455 0.8828 1.0695 0.5024 0.6596 -0.4413 -0.3430
1341839123.3069 -0.2452 0.8819 1.0695 0.5029 0.6594 -0.4411 -0.3432
1341839123.3177 -0.2448 0.8808 1.0695 0.5035 0.6587 -0.4415 -0.3429
1341839123.3268 -0.2444 0.8799 1.0694 0.5047 0.6581 -0.4417 -0.3421
1341839123.3369 -0.2442 0.8789 1.0695 0.5057 0.6574 -0.4417 -0.3421
1341839123.3469 -0.2437 0.8783 1.0695 0.5070 0.6570 -0.4411 -0.3416
1341839123.3568 -0.2433 0.8773 1.0694 0.5081 0.6560 -0.4413 -0.3417
1341839123.3668 -0.2428 0.8766 1.0694 0.5089 0.6558 -0.4405 -0.3418
1341839123.3769 -0.2424 0.8759 1.0694 0.5093 0.6553 -0.4403 -0.3425
1341839123.3868 -0.2419 0.8751 1.0692 0.5096 0.6551 -0.4399 -0.3430
1341839123.3968 -0.2411 0.8742 1.0694 0.5091 0.6546 -0.4411 -0.3431
1341839123.4104 -0.2408 0.8733 1.0692 0.5090 0.6543 -0.4410 -0.3440
1341839123.4170 -0.2404 0.8726 1.0690 0.5088 0.6542 -0.4403 -0.3454
1341839123.4268 -0.2399 0.8714 1.0693 0.5087 0.6546 -0.4403 -0.3447
1341839123.4369 -0.2397 0.8702 1.0694 0.5086 0.6543 -0.4409 -0.3448
1341839123.4468 -0.2395 0.8694 1.0692 0.5085 0.6550 -0.4392 -0.3458
1341839123.4569 -0.2394 0.8683 1.0692 0.5077 0.6541 -0.4406 -0.3468
1341839123.4668 -0.2388 0.8672 1.0692 0.5078 0.6545 -0.4404 -0.3463
1341839123.4769 -0.2386 0.8663 1.0691 0.5076 0.6541 -0.4403 -0.3473
1341839123.4869 -0.2383 0.8652 1.0692 0.5082 0.6538 -0.4403 -0.3469
1341839123.4969 -0.2384 0.8646 1.0690 0.5080 0.6538 -0.4392 -0.3488
1341839123.5069 -0.2381 0.8637 1.0689 0.5081 0.6538 -0.4385 -0.3494
1341839123.5173 -0.2379 0.8628 1.0688 0.5086 0.6531 -0.4382 -0.3504
1341839123.5269 -0.2376 0.8618 1.0687 0.5091 0.6531 -0.4374 -0.3507
1341839123.5369 -0.2374 0.8607 1.0688 0.5096 0.6529 -0.4367 -0.3511
1341839123.5469 -0.2372 0.8591 1.0689 0.5115 0.6537 -0.4343 -0.3500
1341839123.5568 -0.2371 0.8578 1.0690 0.5116 0.6533 -0.4347 -0.3500
1341839123.5669 -0.2367 0.8565 1.0690 0.5118 0.6535 -0.4343 -0.3499
1341839123.5776 -0.2363 0.8551 1.0691 0.5119 0.6536 -0.4340 -0.3499
1341839123.5868 -0.2358 0.8535 1.0693 0.5111 0.6537 -0.4341 -0.3507
1341839123.5969 -0.2354 0.8520 1.0694 0.5109 0.6534 -0.4340 -0.3517
1341839123.6069 -0.2347 0.8504 1.0695 0.5104 0.6533 -0.4340 -0.3526
1341839123.6205 -0.2341 0.8489 1.0697 0.5103 0.6529 -0.4340 -0.3535
1341839123.6269 -0.2337 0.8472 1.0695 0.5101 0.6527 -0.4331 -0.3551
1341839123.6369 -0.2332 0.8456 1.0694 0.5102 0.6526 -0.4328 -0.3557
1341839123.6469 -0.2326 0.8438 1.0698 0.5101 0.6532 -0.4324 -0.3552
1341839123.6568 -0.2319 0.8420 1.0698 0.5102 0.6534 -0.4321 -0.3549
1341839123.6668 -0.2311 0.8399 1.0700 0.5107 0.6531 -0.4325 -0.3545
1341839123.6770 -0.2306 0.8381 1.0699 0.5108 0.6524 -0.4323 -0.3557
1341839123.6868 -0.2299 0.8363 1.0700 0.5116 0.6519 -0.4321 -0.3559
1341839123.6969 -0.2292 0.8341 1.0702 0.5119 0.6513 -0.4325 -0.3560
